"ID do pedido","Status do pedido","Cancelar Motivo","Status da Devolução / Reembolso","Número de rastreamento","Data de criação do pedido","Nº de referência do SKU principal","Nome do Produto","Número de referência SKU","Nome da variação","Preço acordado","Quantidade","Valor Total","Taxa de comissão","Taxa de serviço","Total global","Valor estimado do frete","Nome de usuário (comprador)"
"240108A3M0DSPS","Concluído","","","BR248624541430NSPXLM1164900","2024-01-07 14:24","#F734","Lavitan Maca Peruana viron Suplemento Alimentar C/60 Comprimidos","#F734","","36.99","1","74.98","13.32","7.48","73.98","9.16","erikazaniboni"
"240108A45RSBCS","Concluído","","","BR242312353719DSPXLM1163976","2024-01-07 14:34","#F037","Suplemento Polivitamínico De A-z Equaliv Nutri Mulher Com 60 Cápsulas","#F037","","59.99","1","59.99","10.80","4.20","59.99","9.16","q5s_8dm706"
"240108A4F66U92","Concluído","","","BR243286848144JSPXLM1165578","2024-01-07 14:40","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","6.84","3.76","37.83","10.32","grazy4851"
"240108A4H8X4TD","Concluído","","","BR244087687704NSPXLM1167270","2024-01-07 14:41","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","47.90","8.62","3.96","47.90","9.16","olairaf"
"240108A4M7ASW7","Concluído","","","BR240898910865WSPXLM1172867","2024-01-07 14:42","#F364","Vitaminas Neo Química Mulher Saúde da Pele, Cabelo e Unhas C/60 Comprimidos ","#F364","","9.99","1","9.99","1.80","3.20","9.99","10.31","saahschemmer"
"240108A4MMN52J","Concluído","","","BR244628142073MSPXLM1168305","2024-01-07 14:43","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","47.90","8.62","3.96","47.51","6.84","kamariene836"
"240108A52WHN3F","Concluído","","","BR246349898722BSPXLM1165867","2024-01-07 14:51","#F511","Kit C/2 Vitamina C Infantil Sabor Laranja Ágil-C Kids C/25 Gomas","#F511","","16.99","1","16.99","3.06","3.34","16.99","6.84","vitoriatargino806"
"240108A6APP3KH","Concluído","","","BR2448130749348SPXLM1165544","2024-01-07 15:13","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","47.90","8.62","3.96","47.90","9.16","nicoly100503"
"240108A73UGQXF","Concluído","","","BR242821945136NSPXLM1165645","2024-01-07 15:27","#F495","Suplemento Alimentar Catarinense Poli vitamínico Multi Kids C/150ml","#F495","","23.99","1","23.99","4.32","3.48","23.99","6.84","jimwinston820"
"240108A895H4V7","Concluído","","","BR241504080321TSPXLM1453085","2024-01-07 15:48","#F375","Red Apple Summer Protetor Solar UVA + UVB FPS60 C/125ml","#F375","","56.99","1","56.99","10.26","4.14","56.99","7.99","chamaral"
"240108A8T8YFSC","Concluído","","","BR245564647354X","2024-01-07 15:57","#F072","Kit com 2 Sabonete Íntimo 200ml - Derma Feme","#F072","","17.99","1","47.98","8.46","6.94","46.31","11.47","eqsp7sw1n5"
"240108A8T8YFSC","Concluído","","","BR245564647354X","2024-01-07 15:57","#F051","Kit Lavitan A-Z Original 60Comp + Lavitan A-Z Mulher 60Comp.","#F051","","29.99","1","47.98","8.46","6.94","46.31","11.47","eqsp7sw1n5"
"240108A93R72MC","Concluído","","","BR242023914825MSPXLM1161897","2024-01-07 16:03","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","135.99","1","135.99","24.48","5.72","135.53","6.84","julianasouzavalente"
"240108A95ASMAK","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-07 16:04","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","2","0.00","0.00","0.00","0.00","10.31","6_hrl184_n"
"240108A9SYMRRP","Concluído","","","BR244568791451XSPXLM1162616","2024-01-07 16:15","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","47.90","8.62","3.96","47.90","13.79","zv4wimwwkv6aw8uev__782s_dnds"
"240108ABVDDCHG","Concluído","","","BR2446132075061","2024-01-07 16:52","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","54.10","6.84","3.76","54.08","16.11","marcianasantos357"
"240108ABWKHBVE","Concluído","","","BR2411827612520SPXLM1166780","2024-01-07 16:53","#F741","Protetor Solar FPS 70 OAZ Euro Farma Resistente à Água C/200ml","#F741","","44.99","1","44.99","8.10","3.90","44.84","9.16","lurdesdeangelis"
"240108AC8MCWV9","Concluído","","","BR2429246973189SPXLM1460302","2024-01-07 16:59","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","6.84","3.76","37.98","12.63","adrianasoaresgomes184"
"240108AE5B28B3","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-07 17:33","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","0.00","0.00","0.00","0.00","9.16","tatcosta678"
"240108AEAD5FF2","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-07 17:36","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","0.00","0.00","0.00","0.00","9.16","tatcosta678"
"240108AEF00YJD","Concluído","","","BR2426921954741SPXLM1164059","2024-01-07 17:38","#F776","Poli vitamínico Infantil Gummies Kids Catarinense S/Tutti Frutti C/30 Gomas","#F776","","41.99","1","41.99","7.56","3.84","41.99","6.84","lilianemartinelli409"
"240108AEPM7XS2","Concluído","","","BR245173598862YSPXLM1165818","2024-01-07 17:43","#F040","Polivitamínico Bariátrico Catarinense 30 Comprimidos","#F040","","35.99","1","35.99","6.48","3.72","35.99","9.16","kelryvitorias"
"240108AFQ7HKYW","Concluído","","","BR2418099956185SPXLM1166710","2024-01-07 18:01","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","6.84","3.76","37.08","11.47","yo7h5za3u1"
"240108AFXG623W","Concluído","","","BR244265051076ZSPXLM1162472","2024-01-07 18:05","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","6.84","3.76","37.81","9.16","souza160"
"240108AGT560A9","Concluído","","","BR247270665328ESPXLM1162559","2024-01-07 18:20","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","47.99","1","47.99","8.64","3.96","47.99","17.25","joofranciscooliveira886"
"240108AHDKYYSY","Concluído","","","BR2435284148453SPXLM1168602","2024-01-07 18:31","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","47.99","1","47.99","8.64","3.96","47.99","10.31","grazynhamb"
"240108AHWN0BK3","Concluído","","","BR248013432440ZSPXLM1162431","2024-01-07 18:40","#F616","Lavitan Mulher A-Z C/60 Comp+ Lavitan Kids Mix De Frutas C/60 Comp Suplemento Alimentar- Kit C/2","#F616","","30.99","1","30.99","5.58","3.62","30.99","10.31","helenchry"
"240108AM3JAHCG","Concluído","","","BR2444126886609","2024-01-07 19:19","#F742","Protetor Solar FPS 70 OAZ Euro Farma Resistente à Água C/200ml - Kit C/2","#F742","","83.99","1","83.99","15.12","4.68","82.83","10.32","jocinalvasilva"
"240108AMBQMAKR","Concluído","","","BR242473353228CSPXLM1165426","2024-01-07 19:24","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","6.66","3.74","36.99","7.99","drikinhagferreira"
"240108AMVJGPTW","Concluído","","","BR2401212333754SPXLM1164439","2024-01-07 19:33","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","67.15","11.16","4.24","67.15","10.31","leidylauraalmeida"
